encoding,weight,pep_col,key,mean_auc_CEDAR,mean_auc01_CEDAR,mean_AP_CEDAR,mean_auc_PRIME,mean_auc01_PRIME,mean_AP_PRIME,mean_auc_IBEL,mean_auc01_IBEL,mean_AP_IBEL,mean_auc_NEPDB,mean_auc01_NEPDB,mean_AP_NEPDB
BL62FREQ,Inverted KL,icore_mut,aa_props-icore_dissimilarity_score-icore_mut_score-EL_rank_wt_aligned-ratio_rank,0.7345945424020288,0.5878777656001926,0.4422736215396412,0.6557405522359087,0.5158206728204013,0.04973921581064381,0.5889566726162324,0.5281438324423254,0.14161442204196023,0.5076101341333993,0.5003815730490107,0.24924272116162416
BL62FREQ,Inverted KL,icore_mut,aa_props-icore_dissimilarity_score-icore_mut_score-foreignness_score,0.7267411623154428,0.5808998895438884,0.43002633632908566,0.6433633306645624,0.5145545129191689,0.04918357836554857,0.5860791084378656,0.5455093862323883,0.15723991887764927,0.5386521220400576,0.482714375815501,0.2512143714853508
BL62FREQ,Inverted KL,icore_mut,aa_props-icore_mut_score,0.7253483337251184,0.5797562417355621,0.42554105056161723,0.6389185911339509,0.5062716915793692,0.048153982353408085,0.5764941661107613,0.5312468925409912,0.1500022173399538,0.5401161145026384,0.4825516672904446,0.2505141782129198
BL62FREQ,Inverted KL,icore_mut,aa_props-icore_mut_score-EL_rank_wt_aligned-ratio_rank,0.7326886087177927,0.5868634232349522,0.43909937422455325,0.6474230510122913,0.510414525707278,0.0486758194213589,0.5785224070159267,0.5183906373670892,0.1394981435582838,0.5101037287351203,0.5089223042104086,0.2762876129314185
BL62FREQ,Inverted KL,icore_mut,aa_props-icore_mut_score-foreignness_score,0.7255610896563914,0.579234580716451,0.4263925600942477,0.6369931610191285,0.5051663873784062,0.04822003368365118,0.5729986484496679,0.5312468925409912,0.14992332653032092,0.5384644858320499,0.4830753265598735,0.252015454299787
BL62FREQ,Inverted KL,icore_mut,aa_props-ratio_rank,0.7305077698795807,0.5829876075129424,0.4309037864320399,0.6455735458442264,0.511539877068772,0.04871512391501576,0.5629979452608708,0.5216979883884418,0.14271869771693488,0.5174568112330917,0.4962220772567254,0.24751807606283177
BL62FREQ,Inverted KL,icore_mut,foreignness_score,0.7045167655540759,0.5834263875909164,0.41716836622047293,0.6073832477664589,0.5257997671184947,0.04851024364188999,0.5853441853693198,0.520363217747803,0.13287909779435209,0.526824582945128,0.48523302751869607,0.24380419732137867
BL62FREQ,Inverted KL,icore_mut,icore_blsm_mut_score,0.7037524295819594,0.5846526953169325,0.41747734688167537,0.6095777604462173,0.5249079368941174,0.04808922359989874,0.5757428166822767,0.5230825941830519,0.1337429703023218,0.5447743479430578,0.4837526405364982,0.2495799485407134
BL62FREQ,Inverted KL,icore_mut,icore_blsm_mut_score-EL_rank_wt_aligned,0.7094782825742882,0.5873416974372255,0.4268109874910782,0.6206809342601133,0.5193884406205331,0.048407030666580156,0.5957398043035471,0.5108463841773544,0.12938084911991682,0.5349452912815379,0.49037912822066854,0.2506397571905568
BL62FREQ,Inverted KL,icore_mut,icore_blsm_mut_score-EL_rank_wt_aligned-foreignness_score,0.7100554635583793,0.5871441439480299,0.4261255388956951,0.6220080297261371,0.5202254959213977,0.04883975032170949,0.5859576440702277,0.5108478156157563,0.12840408468489592,0.535775908880855,0.49037912822066854,0.2504947595639732
BL62FREQ,Inverted KL,icore_mut,icore_blsm_mut_score-EL_rank_wt_aligned-ratio_rank,0.7102638040748318,0.5884524270237974,0.4296785288115305,0.628002935074974,0.5261389662253634,0.04977101364705361,0.5794211242129815,0.5175793385240745,0.13693426768573302,0.524487457570489,0.505343528806504,0.2768785394647211
BL62FREQ,Inverted KL,icore_mut,icore_blsm_mut_score-EL_rank_wt_aligned-ratio_rank-foreignness_score,0.7121651475617388,0.5879457535047995,0.42949926789899945,0.63179942599777,0.5270882344930016,0.050170959113951294,0.5798532505988252,0.5175786133950946,0.1362699726338149,0.518014775116066,0.5043266968196763,0.2738689081622126
BL62FREQ,Inverted KL,icore_mut,icore_blsm_mut_score-foreignness_score,0.7041650710931385,0.5836604487376587,0.4167548530446196,0.6130482110094347,0.526256292591404,0.048462373415570234,0.5718795737791708,0.5179630570668794,0.1289753293967056,0.5421858046898099,0.48171922506511616,0.2447588806079659
BL62FREQ,Inverted KL,icore_mut,icore_blsm_mut_score-icore_mut_score,0.7031549543172985,0.5843092523319982,0.4169213113754345,0.608546660247123,0.5241910714778328,0.047882917104880365,0.5723799665576269,0.5230825941830519,0.1326098611896852,0.5480124852299073,0.4837135406885245,0.2503083960534946
BL62FREQ,Inverted KL,icore_mut,icore_blsm_mut_score-icore_mut_score-EL_rank_wt_aligned,0.7092432715166022,0.5869249699494343,0.4243721351858875,0.6192656856387685,0.5183226987142736,0.04829560815846212,0.5888592937098904,0.5108463841773544,0.1283534402034213,0.5407308427347737,0.49037912822066854,0.2527508666251197
BL62FREQ,Inverted KL,icore_mut,icore_blsm_mut_score-icore_mut_score-EL_rank_wt_aligned-foreignness_score,0.7109210475527019,0.586063722752139,0.4255388632674575,0.623015934616501,0.5204991518571381,0.04883152234420853,0.5967498463205734,0.5133629957848074,0.13128907894614164,0.5292937080653264,0.49037912822066854,0.24844032757412474
BL62FREQ,Inverted KL,icore_mut,icore_blsm_mut_score-icore_mut_score-EL_rank_wt_aligned-ratio_rank,0.7112448390123836,0.5887782382876231,0.43049908569022166,0.6305234122621938,0.5257107221201934,0.049829857882955096,0.586931329521615,0.515724887255265,0.13620595335443977,0.5221051477101013,0.5043266968196763,0.2751449281685349
BL62FREQ,Inverted KL,icore_mut,icore_blsm_mut_score-icore_mut_score-EL_rank_wt_aligned-ratio_rank-foreignness_score,0.7116525570664141,0.5890290342592778,0.42997204315765103,0.6307264493598301,0.5268364008309131,0.0500928009245834,0.5792995130228387,0.5175786133950946,0.13655907501236292,0.5196459457230966,0.5043266968196763,0.27486291100756255
BL62FREQ,Inverted KL,icore_mut,icore_blsm_mut_score-icore_mut_score-foreignness_score,0.7023724897173407,0.5829713726620099,0.41404493795087693,0.6126411798487146,0.5251340591502208,0.04839630602129007,0.5686669460583805,0.5179630570668794,0.1287531508586245,0.5487516621182049,0.48272837621154857,0.24915116051860436
BL62FREQ,Inverted KL,icore_mut,icore_blsm_mut_score-icore_mut_score-ratio_rank,0.7059082360948489,0.5838748895950051,0.41895932666908575,0.6137354068708618,0.5268979119540546,0.04859631113305267,0.5551478859798982,0.5178409819516685,0.13040468236427458,0.5352629405457082,0.5011041093818535,0.26379579946211446
BL62FREQ,Inverted KL,icore_mut,icore_blsm_mut_score-icore_mut_score-ratio_rank-foreignness_score,0.7078004776055671,0.5852069599641944,0.4223213128569125,0.6192893736398761,0.5287670893151483,0.049143575676570274,0.5608386234571735,0.5188569081047834,0.13454664842167435,0.5246727465018927,0.5000641150153762,0.2591075428630786
BL62FREQ,Inverted KL,icore_mut,icore_blsm_mut_score-ratio_rank,0.7077505717981596,0.5847599599814425,0.42240350717095587,0.6154393909409779,0.5273747030275935,0.04871580671606445,0.5581175941273273,0.5203359707557659,0.13410979803404138,0.5319841704508853,0.5011041093818535,0.26280478405146707
BL62FREQ,Inverted KL,icore_mut,icore_blsm_mut_score-ratio_rank-foreignness_score,0.7065938442501448,0.5841015345599878,0.41980583665339183,0.6172595523695721,0.5289284082145173,0.04910123906515565,0.5553994260275888,0.5203359707557659,0.13398963682406187,0.5262530288114636,0.5000803490637027,0.25963983438562815
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score,0.7073601423239478,0.5871018768984841,0.42360000894754896,0.6194139997298171,0.531110662205517,0.04964099768260052,0.5985957019866049,0.5354468327639024,0.1477207659497918,0.514641855674494,0.48487159719935763,0.2397329544330722
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-EL_rank_wt_aligned,0.7123149397245734,0.5890429012361865,0.4320260962531646,0.630358747996241,0.5301165588143582,0.050222887251613245,0.619014096698586,0.5252945205091549,0.14341454260330302,0.5039410700447323,0.49035335180076145,0.23912698727191928
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-EL_rank_wt_aligned-foreignness_score,0.7118837906662012,0.5884820129392032,0.4310487188886842,0.6296038003769063,0.530598351997829,0.05024129438263206,0.6052733029935196,0.5227803792948289,0.140048559231398,0.5023461421263333,0.4913025785764079,0.23978944299471885
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-EL_rank_wt_aligned-ratio_rank,0.7135363396158405,0.5904531541815043,0.4358357081786617,0.6366951072629122,0.5351856271851126,0.05113381730604291,0.6014592881949095,0.5378681907696814,0.15085566599936107,0.5073938574653234,0.5052928451447539,0.26973150911739197
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-EL_rank_wt_aligned-ratio_rank-foreignness_score,0.7149126572975972,0.5906672982081912,0.4343354624947993,0.6406959734571046,0.5373695973733775,0.05151297077620973,0.603031614027052,0.5303990507314623,0.14689093895014435,0.49673228266987673,0.5042760131579263,0.265527478454346
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-foreignness_score,0.707552976535541,0.5866545196761357,0.42317955049277206,0.621486881603733,0.5363925687898001,0.05022776425073894,0.5966049386242492,0.5328995629334651,0.14554712950996315,0.5097147485182383,0.4848760520787042,0.23728183932141533
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_blsm_mut_score,0.7062433798642848,0.5872107102203575,0.4230970613549539,0.621251458958699,0.5333001451077269,0.04992053491242621,0.5858363269401525,0.5380084028064299,0.1474343536150478,0.5333871223451043,0.4852316628595723,0.24541352300876823
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_blsm_mut_score-EL_rank_wt_aligned,0.7115079068907109,0.5893178092454271,0.43217790362653596,0.6308026643005593,0.5297112902251532,0.05015307468547239,0.5969040295008549,0.5252963529437491,0.13948308397038717,0.5252871974980313,0.4893681873237855,0.24500334916583028
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_blsm_mut_score-EL_rank_wt_aligned-foreignness_score,0.7129234811740038,0.5892235238626182,0.43261174196450447,0.6355309581436994,0.5324438370241115,0.05067246201899251,0.6042775958058348,0.5253067886546959,0.14162028550838443,0.5162755950159881,0.4881453500356546,0.2402225719332894
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_blsm_mut_score-EL_rank_wt_aligned-ratio_rank,0.7137662889671976,0.5912312883911734,0.4356227222266134,0.6429329863699278,0.5346897507394772,0.0513263450112961,0.5978870475641699,0.5231564684908555,0.14000970843163446,0.5155876491565423,0.5042760131579263,0.2715352847470371
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_blsm_mut_score-EL_rank_wt_aligned-ratio_rank-foreignness_score,0.7140791838657091,0.5917633691224814,0.4349392292192847,0.6416953520464008,0.5380999679111933,0.05164243620071311,0.5897818821108098,0.5303980334365879,0.14452364833511502,0.5131512086924533,0.5042760131579263,0.2711464456750647
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_blsm_mut_score-foreignness_score,0.7050324269853231,0.5867666693579606,0.4213999528804735,0.6230925784346412,0.536220710015729,0.050262043382553634,0.5765306053100546,0.5380084028064299,0.1462247381275017,0.5275904587207307,0.48285144180126943,0.23947419950730936
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_blsm_mut_score-icore_mut_score,0.7045610848442003,0.5863063728472238,0.42130347183381683,0.6202414605584405,0.5325678466694398,0.04975206104464965,0.5774475987453661,0.5380084028064299,0.14625409744340842,0.5357984588676411,0.48269610482536374,0.24393834038906154
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_blsm_mut_score-icore_mut_score-EL_rank_wt_aligned,0.7129839879670169,0.5888616628255995,0.4318833747103967,0.633225911524024,0.5297442503604418,0.05029792281190336,0.6065496675239589,0.5252963529437491,0.1410966578201633,0.5220335750614092,0.4891600251007977,0.24387464848673748
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_blsm_mut_score-icore_mut_score-EL_rank_wt_aligned-foreignness_score,0.7117202533876097,0.5889190114443922,0.43106754988989116,0.6348203405935666,0.5318116720854518,0.05057795861540098,0.5967346783453219,0.522803241145184,0.13759953939188324,0.5178507642644227,0.48852931947531825,0.241676324051279
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_blsm_mut_score-icore_mut_score-EL_rank_wt_aligned-ratio_rank,0.7128312450244424,0.5906974903962268,0.4335279361428168,0.6415704853076916,0.5353832919211522,0.05143071423897515,0.5846411125734419,0.530544479706175,0.14469348427796214,0.5205152827005758,0.5042760131579263,0.27349287532131494
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_blsm_mut_score-icore_mut_score-EL_rank_wt_aligned-ratio_rank-foreignness_score,0.7144553356381477,0.5906294868026306,0.4347544708080642,0.6407631900474192,0.5378971204086274,0.051584213830993327,0.5880488868727652,0.530544479706175,0.14665194568932818,0.5147758457454882,0.5042760131579263,0.27134502526393506
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_blsm_mut_score-icore_mut_score-foreignness_score,0.7066794940037232,0.5873763376649593,0.4231275655590236,0.6262274774204254,0.5370547814228974,0.05058330015491158,0.5875607071061159,0.5380119349794863,0.14857706801123657,0.5252072077431085,0.4836632232590986,0.2399709311915674
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_blsm_mut_score-icore_mut_score-ratio_rank,0.7090517521550606,0.58921003467102,0.42696034043315423,0.6299141758489571,0.5387499419194502,0.050881205920320235,0.5730703067406161,0.530534951239411,0.14171502054256563,0.5214080956419717,0.5025582237777256,0.25898979957736035
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_blsm_mut_score-icore_mut_score-ratio_rank-foreignness_score,0.709362670242213,0.5893059682368834,0.42672040997137695,0.6316793487621178,0.5429131539677963,0.05143377832009242,0.5699440782322064,0.5380451188041405,0.1479910486160625,0.5164771139760599,0.4999907921429087,0.25486563990055916
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_blsm_mut_score-ratio_rank,0.7085817813940355,0.5874391722016638,0.42528420966644365,0.6280465895922959,0.5399331128051392,0.0509999496832548,0.56669185368008,0.5405770071725883,0.14660244512847662,0.5237910512117587,0.5025582237777256,0.25937933042722794
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_blsm_mut_score-ratio_rank-foreignness_score,0.7108759428518594,0.5890330084187604,0.4282797179302598,0.6323615180351462,0.5430655854266645,0.05153797742006574,0.5728846579441579,0.5380451188041405,0.148013626175527,0.5148613402341657,0.4999907921429087,0.2543557762653034
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_mut_score,0.7063286700766275,0.5863872908242862,0.42219107151500623,0.6184462561104084,0.5314075071810628,0.04955169315321491,0.5963769320418524,0.5354468327639024,0.14720711515608426,0.5203098932147528,0.4868827966062774,0.24418670465159217
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_mut_score-EL_rank_wt_aligned,0.7120900544316195,0.5884819390285974,0.4304822457545823,0.6283486016664375,0.5294916247860258,0.05008272317538936,0.6062592908746133,0.5252945205091549,0.14086590782299985,0.5088973695950071,0.49035335180076145,0.24077770250656771
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_mut_score-EL_rank_wt_aligned-foreignness_score,0.7133138593911877,0.5881693301080004,0.4315121608493156,0.6325333430477968,0.5315896490067745,0.05046824152935318,0.6136405735019084,0.5228062676378878,0.14172212021942374,0.4983598949717563,0.49170684123901326,0.23779629647506154
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_mut_score-EL_rank_wt_aligned-ratio_rank,0.7142650032703596,0.5915997924557442,0.43562780791282824,0.639434913235358,0.5340334451530757,0.05105708514038805,0.6028063751664042,0.5279849077064307,0.14494039733351813,0.5073953060689974,0.5042760131579263,0.26864274741395877
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_mut_score-EL_rank_wt_aligned-ratio_rank-foreignness_score,0.7144106324499169,0.5915380788179289,0.43453368799775527,0.6384440972822729,0.5378649426613021,0.05140664318807519,0.5943647680852077,0.5303931469079032,0.1452619332933368,0.49997608429005896,0.5042760131579263,0.26647650240222637
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_mut_score-foreignness_score,0.7055423836290953,0.5856207814061074,0.4198255465124985,0.6199876142227189,0.5355626261594406,0.05006509798356138,0.5870404751051435,0.535448328470452,0.14582177930899912,0.5105162224258007,0.483202667120856,0.2353710063409329
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_mut_score-ratio_rank,0.7089826960174799,0.5870793077336425,0.4252229756456768,0.625083622681266,0.5401271764642732,0.05086580934650802,0.5765043189101351,0.5405817877578931,0.14849079169870982,0.5149147526677733,0.5025582237777256,0.2564034662519045
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-icore_mut_score-ratio_rank-foreignness_score,0.7105254777247529,0.5884689951920659,0.4278937709182692,0.630470603455263,0.5435800220085091,0.05150975456953036,0.5787322362013583,0.5380459264092915,0.14712723726542223,0.5025502733053954,0.5000051245839194,0.25055737261367833
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-ratio_rank,0.7104920176220755,0.587307890303254,0.42654440463822085,0.6255839002143011,0.5391521410429354,0.050790033804178805,0.5816408404837861,0.5380272349840961,0.14726350327555499,0.5067008272561506,0.5025582237777256,0.2537593372992411
BL62FREQ,Inverted KL,icore_mut,icore_dissimilarity_score-ratio_rank-foreignness_score,0.7099208481200113,0.5882350860517606,0.42640998074429964,0.6272187762866913,0.543010756679562,0.05115176724497015,0.5738115586008481,0.5380273113471414,0.14576320412197968,0.49933423547184985,0.5025582237777256,0.25143970655169856
BL62FREQ,Inverted KL,icore_mut,icore_mut_score,0.7036937211219885,0.5829808094310049,0.41581647889157775,0.6037027536039633,0.5234587918341979,0.047930081121900496,0.5863285994565528,0.520363217747803,0.1330726735664098,0.5276371341125973,0.4868827966062774,0.2467716560323911
BL62FREQ,Inverted KL,icore_mut,icore_mut_score-EL_rank_wt_aligned,0.7097867856908344,0.5865501098712048,0.42520427412753736,0.6126625867798446,0.5181409551430842,0.04809668997259157,0.603837552219754,0.50829099316107,0.13004634383733066,0.5161587449345563,0.4913642926976445,0.24544941655562116
BL62FREQ,Inverted KL,icore_mut,icore_mut_score-EL_rank_wt_aligned-foreignness_score,0.7096339369742557,0.5855779072993516,0.42465528443270106,0.6147617342706627,0.51918977105017,0.04856389102445098,0.5947531137470311,0.508291950098869,0.1287193895753397,0.5194095925971766,0.4907183904648041,0.2451717432918833
BL62FREQ,Inverted KL,icore_mut,icore_mut_score-EL_rank_wt_aligned-ratio_rank,0.7107949488784644,0.5877017221197463,0.42856578205836215,0.621077310775813,0.5251804359816751,0.04947284827339839,0.5853456923493694,0.5150169349292588,0.13452065546892933,0.5130132936571374,0.505343528806504,0.2727733781285613
BL62FREQ,Inverted KL,icore_mut,icore_mut_score-EL_rank_wt_aligned-ratio_rank-foreignness_score,0.712636054481259,0.5874672883170869,0.429077954424357,0.6259182283428208,0.5253414684183099,0.04976389286568423,0.5864063844105597,0.5150165287795452,0.13427257240392426,0.5048640615387557,0.5043804172364271,0.26944877066029527
BL62FREQ,Inverted KL,icore_mut,icore_mut_score-foreignness_score,0.7032491178712297,0.582367089524278,0.41453492019354826,0.6046603369609543,0.5244945683727655,0.048092069036798295,0.5809297912901766,0.520363217747803,0.13215408077114799,0.524357676302959,0.4848577645493064,0.24286328774954877
BL62FREQ,Inverted KL,icore_mut,icore_mut_score-ratio_rank,0.7076647144019595,0.584143560009425,0.4207624790307631,0.6074232745567867,0.5255785105296783,0.04827661936512047,0.5610807331765061,0.5178409819516685,0.13138940069058855,0.5180906957737633,0.5010878753335272,0.25778330405827143
BL62FREQ,Inverted KL,icore_mut,icore_mut_score-ratio_rank-foreignness_score,0.7061446802409069,0.5834328333742846,0.4184451261125651,0.609647186063034,0.5280596849485205,0.04873530437167158,0.5568897870674655,0.5178409819516685,0.13072245198890475,0.5131476474092396,0.5010878753335272,0.2562424584046844
BL62FREQ,Inverted KL,icore_mut,only_rank,0.703960652601045,0.5827986128602408,0.4167915114958024,0.6023438837580285,0.5229647445802182,0.0477559841967876,0.5872825827480126,0.520363217747803,0.13350001856956184,0.5284215691412735,0.4868827966062774,0.24665991495655754
BL62FREQ,Inverted KL,icore_mut,ratio_rank,0.7071859725598094,0.5858494352699125,0.4212692879454357,0.6093602349468547,0.5276019010445591,0.04865560170926822,0.5674153459126136,0.5178409819516685,0.13242510544387373,0.5098701600736816,0.5010878753335272,0.25524843905053374
BL62FREQ,Inverted KL,icore_mut,ratio_rank-foreignness_score,0.7077100850195981,0.5841928367919218,0.4205476168422696,0.610814381280219,0.5289349391004321,0.048911844111867255,0.5627778942288743,0.5178409819516685,0.13191007767547266,0.504145442035572,0.5011339899772971,0.25399819072495594
BL62FREQ,Inverted Mask,icore_mut,EL_rank_wt_aligned,0.7161101136813436,0.5858778270688524,0.41849572721383826,0.6509349488311453,0.5300168437185974,0.03585431317086262,0.6118791955757428,0.5195070951376939,0.1463494517602402,0.5339266583359378,0.5090932520550039,0.27290666667564617
BL62FREQ,Inverted Mask,icore_mut,EL_rank_wt_aligned-foreignness_score,0.7157118677460534,0.5850864073004336,0.4170431241073601,0.6506880781268518,0.5317790971328908,0.037250356486826265,0.6112338442364421,0.5231466077778041,0.1478550847975065,0.5331305111286173,0.509299580005356,0.27394029096747974
BL62FREQ,Inverted Mask,icore_mut,EL_rank_wt_aligned-ratio_rank,0.720323158204143,0.5831421805573638,0.42046304812989654,0.6548997711725891,0.5335508404125306,0.03771990848837534,0.6046401623602888,0.5332274417271158,0.15697607315411324,0.5380157484648511,0.5108774004783323,0.27702636069788217
BL62FREQ,Inverted Mask,icore_mut,EL_rank_wt_aligned-ratio_rank-foreignness_score,0.7192042855778485,0.5822100497151634,0.4192032991218951,0.6519671226168237,0.5353615149800807,0.03787301530600834,0.5992031714056909,0.5346892504264522,0.15706731006351426,0.538856527225421,0.5129201243123335,0.2789767655117947
BL62FREQ,Inverted Mask,icore_mut,aa_props,0.7169050840265746,0.5811391761578559,0.41091593627564627,0.641245073042375,0.5184407866615345,0.03342427740343936,0.6095555280187389,0.5255466181263783,0.16068269727032802,0.5354550125763476,0.5108988668364225,0.28485965058504586
BL62FREQ,Inverted Mask,icore_mut,aa_props-EL_rank_wt_aligned,0.7196289131698461,0.5834178032294755,0.41382041806793124,0.6430939919473643,0.5207166898061125,0.041163102230553854,0.6098614221665288,0.516149036219911,0.14327382008007045,0.5313770508970981,0.5128992413376486,0.2778724990635596
