auc,prauc,AP,auc_01,f1,accuracy,precision,recall,evalset,encoding,weight,cols
0.6065539081143956,0.0248777633134831,0.0250866423831925,0.5115724833390093,0.0203045685279187,0.9646170204964616,0.0208768267223382,0.0197628458498023,prime_related,BL62LO,Inverted Shannon,blsm_mut_score-mutation_score-ratio_rank
0.6202753441802253,0.2763328783652198,0.2786823867957397,0.5037793952967525,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62LO,Mask,blsm_mut_score-mutation_score-ratio_rank
0.6923869537296413,0.3521953788784314,0.3536784362987629,0.555941266521486,0.0609951845906902,0.8071216617210683,0.6129032258064516,0.0320945945945945,cedar_related,BL62LO,Mask,blsm_mut_score-mutation_score-ratio_rank
0.669343822130105,0.0301204179467954,0.0302503970441615,0.5079417322447031,0.0170575692963752,0.9661936713966194,0.0185185185185185,0.0158102766798418,prime_related,BL62LO,Mask,blsm_mut_score-mutation_score-ratio_rank
0.6040597622027535,0.2704315445702921,0.2730259779658326,0.5092549897898689,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62LO,KL,blsm_mut_score-mutation_score-ratio_rank
0.6862502352823943,0.3509621266869076,0.3526381307871634,0.5557107189122756,0.0609951845906902,0.8071216617210683,0.6129032258064516,0.0320945945945945,cedar_related,BL62LO,KL,blsm_mut_score-mutation_score-ratio_rank
0.6572060665225351,0.0283181662423026,0.0284541161530941,0.5016402905971835,0.019047619047619,0.9697869687969788,0.0239520958083832,0.0158102766798418,prime_related,BL62LO,KL,blsm_mut_score-mutation_score-ratio_rank
0.6269633917396746,0.2731497950144265,0.2760202142685068,0.5070729859693037,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62LO,None,blsm_mut_score-mutation_score-ratio_rank
0.6990918099582581,0.3780239989792655,0.3796388912470098,0.5695224510394091,0.1263157894736842,0.8084404879657106,0.5753424657534246,0.0709459459459459,cedar_related,BL62LO,None,blsm_mut_score-mutation_score-ratio_rank
0.6418071866263264,0.0267174181021342,0.0268861337609256,0.5018658694622788,0.0248447204968944,0.9597037362959704,0.0225442834138486,0.0276679841897233,prime_related,BL62LO,None,blsm_mut_score-mutation_score-ratio_rank
0.6051705256570714,0.2715825668631053,0.2741906341227233,0.5102018971082274,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62LO,Shannon,blsm_mut_score-mutation_score-ratio_rank
0.6874508675000276,0.3516971459619101,0.3533787732477081,0.5561040702834402,0.0641025641025641,0.8074513682822289,0.625,0.0337837837837837,cedar_related,BL62LO,Shannon,blsm_mut_score-mutation_score-ratio_rank
0.6593186465961346,0.0285888134974512,0.0287237796362351,0.5023793576833587,0.0210772833723653,0.9693469731969347,0.0258620689655172,0.0177865612648221,prime_related,BL62LO,Shannon,blsm_mut_score-mutation_score-ratio_rank
0.5447199624530663,0.2390001474225067,0.2410528669489955,0.5004858046242013,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,Inverted Mask,blsm_mut_score-mutation_score-ratio_rank
0.6954297086927157,0.379202585984045,0.380844664131574,0.5705688385295535,0.1059190031152648,0.8107484338938344,0.68,0.0574324324324324,cedar_related,BL62FREQ,Inverted Mask,blsm_mut_score-mutation_score-ratio_rank
0.6333381866143654,0.0269596695091689,0.0273924194365819,0.5132096302100625,0.0121951219512195,0.97030029699703,0.0159235668789808,0.0098814229249011,prime_related,BL62FREQ,Inverted Mask,blsm_mut_score-mutation_score-ratio_rank
0.5327205882352941,0.2195888060108977,0.2217234771801983,0.4966981753507674,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,Inverted KL,blsm_mut_score-mutation_score-ratio_rank
0.7040175160822437,0.4051340785554027,0.4058919743804305,0.5842705779584539,0.1255742725880551,0.8117375535773161,0.6721311475409836,0.0692567567567567,cedar_related,BL62FREQ,Inverted KL,blsm_mut_score-mutation_score-ratio_rank
0.6110151857982168,0.0270214172510732,0.0275267555977824,0.521964616037298,0.020253164556962,0.971620283797162,0.028169014084507,0.0158102766798418,prime_related,BL62FREQ,Inverted KL,blsm_mut_score-mutation_score-ratio_rank
0.5189064455569462,0.2102024609136141,0.2121594657232357,0.490852051906989,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,Inverted Shannon,blsm_mut_score-mutation_score-ratio_rank
0.7038299821738987,0.4059289786733929,0.4066738893178521,0.5853737828688776,0.1255742725880551,0.8117375535773161,0.6721311475409836,0.0692567567567567,cedar_related,BL62FREQ,Inverted Shannon,blsm_mut_score-mutation_score-ratio_rank
0.6098126697510104,0.0267833327911269,0.0271642182233184,0.5216249070900693,0.0203562340966921,0.9717669489971767,0.0285714285714285,0.0158102766798418,prime_related,BL62FREQ,Inverted Shannon,blsm_mut_score-mutation_score-ratio_rank
0.6073998748435544,0.2752202824285384,0.2777731126876409,0.5123427310453856,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,Mask,blsm_mut_score-mutation_score-ratio_rank
0.6915828415469956,0.3397033927701259,0.3413809860011268,0.5520900652263985,0.0230263157894736,0.8041543026706232,0.4375,0.0118243243243243,cedar_related,BL62FREQ,Mask,blsm_mut_score-mutation_score-ratio_rank
0.6556138605571635,0.0295676819655723,0.029736775935861,0.5220854687970649,0.0062992125984251,0.9768635646976864,0.0155038759689922,0.0039525691699604,prime_related,BL62FREQ,Mask,blsm_mut_score-mutation_score-ratio_rank
0.5983260325406758,0.2580106730644959,0.260308173045411,0.4978097622027534,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,KL,blsm_mut_score-mutation_score-ratio_rank
0.6932588826023894,0.3502548518146779,0.3519708216860665,0.5574079572360044,0.0453808752025931,0.805802835476426,0.56,0.0236486486486486,cedar_related,BL62FREQ,KL,blsm_mut_score-mutation_score-ratio_rank
0.6614590616638888,0.0308718812778144,0.0310363920657152,0.5264827994386121,0.0083798882681564,0.9739669269973968,0.0142857142857142,0.0059288537549407,prime_related,BL62FREQ,KL,blsm_mut_score-mutation_score-ratio_rank
0.5644008135168961,0.2476725819069057,0.249976259556796,0.5055497002832487,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,None,blsm_mut_score-mutation_score-ratio_rank
0.6931398573911888,0.3712004179250966,0.3727327308834525,0.5684596739087996,0.0796178343949044,0.8094296076491923,0.6944444444444444,0.0422297297297297,cedar_related,BL62FREQ,None,blsm_mut_score-mutation_score-ratio_rank
0.6382250369939624,0.0289317963979094,0.0290658822968619,0.5137532733319717,0.0074626865671641,0.970740292597074,0.0100671140939597,0.0059288537549407,prime_related,BL62FREQ,None,blsm_mut_score-mutation_score-ratio_rank
0.5929051939924905,0.2565543649127692,0.2589389650751536,0.4978921019695672,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,Shannon,blsm_mut_score-mutation_score-ratio_rank
0.6936768548556751,0.3520924534312892,0.3537833326271153,0.5577594239704247,0.0358306188925081,0.8048137157929443,0.5,0.018581081081081,cedar_related,BL62FREQ,Shannon,blsm_mut_score-mutation_score-ratio_rank
0.6600984694297193,0.030671613824769,0.0308355223742086,0.5256885131332637,0.0085592011412268,0.9745169214974516,0.0153846153846153,0.0059288537549407,prime_related,BL62FREQ,Shannon,blsm_mut_score-mutation_score-ratio_rank
0.5853254067584481,0.2700939291986191,0.2736328405458449,0.5147305842829853,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Inverted Mask,mutation_score-ratio_rank
0.7059482157290433,0.3835709587971459,0.3843571722318791,0.5709720236849972,0.033167495854063,0.8077810748433893,0.9090909090909092,0.0168918918918918,cedar_related,onehot,Inverted Mask,mutation_score-ratio_rank
0.6608615322005106,0.0340627623833246,0.034369587877345,0.5414209000151389,0.0075046904315196,0.9806035272980604,0.074074074074074,0.0039525691699604,prime_related,onehot,Inverted Mask,mutation_score-ratio_rank
0.5602158948685857,0.2402600050959658,0.2427422204452236,0.5055908701666557,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Inverted KL,mutation_score-ratio_rank
0.7213965809316075,0.3967543012608012,0.3976683370582506,0.5739604014631505,0.1024844720496894,0.8094296076491923,0.6346153846153846,0.0557432432432432,cedar_related,onehot,Inverted KL,mutation_score-ratio_rank
0.6364842792825984,0.0316616441980145,0.0319342604925983,0.5324876660820994,0.0116618075801749,0.975140248597514,0.0222222222222222,0.0079051383399209,prime_related,onehot,Inverted KL,mutation_score-ratio_rank
0.5648153942428036,0.2444597115365274,0.2469384560852375,0.5100783874580067,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Inverted Shannon,mutation_score-ratio_rank
0.7211190861078203,0.3960930927632949,0.3969741946408932,0.5728663019085408,0.1055900621118012,0.8100890207715133,0.6538461538461539,0.0574324324324324,cedar_related,onehot,Inverted Shannon,mutation_score-ratio_rank
0.6369138389536642,0.0313607041515054,0.0316306885019717,0.5307972429622873,0.0087463556851311,0.9750669159975068,0.0166666666666666,0.0059288537549407,prime_related,onehot,Inverted Shannon,mutation_score-ratio_rank
0.5530506883604506,0.2477148875653551,0.2501049716983223,0.5155539819511231,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Mask,mutation_score-ratio_rank
0.7064540728766456,0.3713313881295491,0.3722973074140255,0.5659764612712067,0.020033388981636,0.8064622485987472,0.8571428571428571,0.0101351351351351,cedar_related,onehot,Mask,mutation_score-ratio_rank
0.6646758862270824,0.0366044052470076,0.0370022503891842,0.5521380528043246,0.0038461538461538,0.9810068565981008,0.0714285714285714,0.0019762845849802,prime_related,onehot,Mask,mutation_score-ratio_rank
0.5855366082603253,0.3160213396094692,0.3183480275471014,0.5339157499505961,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,KL,mutation_score-ratio_rank
0.7130655081546109,0.3870817316959479,0.3878672654950973,0.5641105917578028,0.0522875816993464,0.808770194526871,0.8,0.027027027027027,cedar_related,onehot,KL,mutation_score-ratio_rank
0.657219799437423,0.0360113478427156,0.0368232116871022,0.545335791102826,0.0074626865671641,0.9804935283980494,0.0666666666666666,0.0039525691699604,prime_related,onehot,KL,mutation_score-ratio_rank
0.585020337922403,0.2780844963561301,0.2824361350019883,0.5117251827942824,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,None,mutation_score-ratio_rank
0.7115271765005482,0.3794080482257471,0.3805328356009554,0.5710528792446256,0.0552845528455284,0.8084404879657106,0.7391304347826086,0.0287162162162162,cedar_related,onehot,None,mutation_score-ratio_rank
0.6645991738691868,0.0352665451789038,0.0357174399868017,0.5449853958183188,0.0112359550561797,0.980640193598064,0.1071428571428571,0.0059288537549407,prime_related,onehot,None,mutation_score-ratio_rank
0.5940237797246558,0.3168684907850608,0.3190338149241709,0.5331335221658652,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Shannon,mutation_score-ratio_rank
0.711974213049592,0.3846793607868752,0.3854810406047373,0.5629367292862625,0.0522022838499184,0.8084404879657106,0.7619047619047619,0.027027027027027,cedar_related,onehot,Shannon,mutation_score-ratio_rank
0.6573270786058758,0.0361316339427554,0.0367102940442651,0.545268875201759,0.0074626865671641,0.9804935283980494,0.0666666666666666,0.0039525691699604,prime_related,onehot,Shannon,mutation_score-ratio_rank
0.5831664580725907,0.2477991038156701,0.2507748150976955,0.5022149397272907,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62LO,Inverted Mask,mutation_score-ratio_rank
0.6943626338341619,0.3727828761274042,0.3744139994945034,0.5674555352696322,0.1286370597243491,0.8123969666996373,0.6885245901639344,0.0709459459459459,cedar_related,BL62LO,Inverted Mask,mutation_score-ratio_rank
0.6308073432996886,0.0258957980220445,0.0260470774776929,0.5023232835572032,0.027906976744186,0.9616837164961684,0.0263620386643233,0.0296442687747035,prime_related,BL62LO,Inverted Mask,mutation_score-ratio_rank
0.5860607008760952,0.2678801415299474,0.2711077589651176,0.5200003293590673,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62LO,Inverted KL,mutation_score-ratio_rank
0.6896839742241216,0.3863629998644426,0.3876000189242636,0.5793653406743383,0.1497005988023952,0.8127266732607978,0.6578947368421053,0.0844594594594594,cedar_related,BL62LO,Inverted KL,mutation_score-ratio_rank
0.6079422615098439,0.0251796706528356,0.0253950681127351,0.5123502543958365,0.0199800199800199,0.964030359696403,0.0202020202020202,0.0197628458498023,prime_related,BL62LO,Inverted KL,mutation_score-ratio_rank
0.5792318523153942,0.2608691457546754,0.2648648621507587,0.5145247348659509,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62LO,Inverted Shannon,mutation_score-ratio_rank
0.6888591018302201,0.3867742344583801,0.3878569842791222,0.5783065699002868,0.1552238805970149,0.813386086383119,0.6666666666666666,0.0878378378378378,cedar_related,BL62LO,Inverted Shannon,mutation_score-ratio_rank
0.6054599263945295,0.0249009373248984,0.0251216127437261,0.5124039580980866,0.0199401794616151,0.9639570270963956,0.0201207243460764,0.0197628458498023,prime_related,BL62LO,Inverted Shannon,mutation_score-ratio_rank
0.6123044430538173,0.2745516453072659,0.2770241273060594,0.5068259666688624,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62LO,Mask,mutation_score-ratio_rank
0.6913150348217942,0.3504083359028669,0.3518948795876316,0.5553159106841808,0.060702875399361,0.8061325420375866,0.5588235294117647,0.0320945945945945,cedar_related,BL62LO,Mask,mutation_score-ratio_rank
0.6704433413156516,0.0306069715333594,0.0307372152880008,0.5095305768712579,0.0103950103950103,0.9650936823965094,0.0109649122807017,0.0098814229249011,prime_related,BL62LO,Mask,mutation_score-ratio_rank
0.5960106382978723,0.2677134389036442,0.2703352433684544,0.5095431789737171,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62LO,KL,mutation_score-ratio_rank
0.6848904414451321,0.350185996254525,0.3518548810466235,0.5563601128889298,0.0670926517571885,0.8074513682822289,0.6176470588235294,0.0354729729729729,cedar_related,BL62LO,KL,mutation_score-ratio_rank
0.6595072895936548,0.0287349445495681,0.0288741484843522,0.5038379844327501,0.0253456221198156,0.968980310196898,0.0303867403314917,0.0217391304347826,prime_related,BL62LO,KL,mutation_score-ratio_rank
0.6016817897371715,0.2628562500916717,0.2655848938902732,0.5058790593505039,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62LO,None,mutation_score-ratio_rank
0.6998142653099638,0.3780252016021276,0.3796713054351643,0.5707178021506705,0.1373134328358208,0.8094296076491923,0.5897435897435898,0.0777027027027027,cedar_related,BL62LO,None,mutation_score-ratio_rank
0.6414815098114294,0.0269130955429359,0.0270804636500221,0.5028288833184014,0.0238907849829351,0.9580537527958054,0.021021021021021,0.0276679841897233,prime_related,BL62LO,None,mutation_score-ratio_rank
0.5965894868585733,0.269293906237729,0.2719531015481596,0.5123427310453856,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62LO,Shannon,mutation_score-ratio_rank
0.6864709855287486,0.3516786295932416,0.3533335358873007,0.556899514167351,0.0670926517571885,0.8074513682822289,0.6176470588235294,0.0354729729729729,cedar_related,BL62LO,Shannon,mutation_score-ratio_rank
0.6597575092095438,0.0287833384724257,0.0289207446792543,0.5038298628164185,0.0249150622876557,0.968430315696843,0.0291777188328912,0.0217391304347826,prime_related,BL62LO,Shannon,mutation_score-ratio_rank
0.5336983729662077,0.2347735548411985,0.2367964655153623,0.4989213490547395,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,Inverted Mask,mutation_score-ratio_rank
0.6948844071437271,0.3790570337831886,0.3807240720882489,0.5726721757225864,0.1172839506172839,0.8114078470161556,0.6785714285714286,0.0641891891891891,cedar_related,BL62FREQ,Inverted Mask,mutation_score-ratio_rank
0.6326225983826761,0.0269106645850186,0.0271991604563184,0.5149618009296398,0.0188235294117647,0.969420305796942,0.0232558139534883,0.0158102766798418,prime_related,BL62FREQ,Inverted Mask,mutation_score-ratio_rank
0.5176392365456821,0.2142226146531615,0.2163599302509448,0.4961217969830709,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,Inverted KL,mutation_score-ratio_rank
0.7025227808718182,0.4041290600051085,0.4049188944382845,0.5846027413385485,0.1282442748091603,0.8117375535773161,0.6666666666666666,0.0709459459459459,cedar_related,BL62FREQ,Inverted KL,mutation_score-ratio_rank
0.6076377747302849,0.0268376674554138,0.0271610227399943,0.5237122790655142,0.0195599022004889,0.9705936273970592,0.0256410256410256,0.0158102766798418,prime_related,BL62FREQ,Inverted KL,mutation_score-ratio_rank
0.503089799749687,0.2059173509066588,0.2078706675425896,0.4913872603912785,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,Inverted Shannon,mutation_score-ratio_rank
0.7024418160479201,0.4050053648001281,0.4057708983133562,0.5854218591475755,0.128440366972477,0.8120672601384767,0.6774193548387096,0.0709459459459459,cedar_related,BL62FREQ,Inverted Shannon,mutation_score-ratio_rank
0.6064041012095154,0.0268107071162662,0.0271708121823546,0.5231544522595809,0.0197775030902348,0.9709236240970924,0.0264026402640264,0.0158102766798418,prime_related,BL62FREQ,Inverted Shannon,mutation_score-ratio_rank
0.5979114518147685,0.2754792371612923,0.2781104763368487,0.5146894143995784,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,Mask,mutation_score-ratio_rank
0.6915696934132002,0.3404330436108521,0.342126300868765,0.5529601730279838,0.0294599018003273,0.8044840092317838,0.4736842105263157,0.0152027027027027,cedar_related,BL62FREQ,Mask,mutation_score-ratio_rank
0.6557442494157236,0.0299185431303595,0.0300814561406592,0.5243912695064806,0.0031007751937984,0.9764235690976424,0.0071942446043165,0.0019762845849802,prime_related,BL62FREQ,Mask,mutation_score-ratio_rank
0.5871323529411765,0.2534215185828123,0.2557588822560032,0.4970275344180225,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,KL,mutation_score-ratio_rank
0.6939841059822625,0.3511383463801173,0.3528474550636007,0.5571515504162823,0.0452342487883683,0.8051434223541049,0.5185185185185185,0.0236486486486486,cedar_related,BL62FREQ,KL,mutation_score-ratio_rank
0.6626177209829046,0.0309623880764718,0.0311235792055157,0.5270263648417047,0.0081967213114754,0.973380266197338,0.0132743362831858,0.0059288537549407,prime_related,BL62FREQ,KL,mutation_score-ratio_rank
0.55174436795995,0.2429934382031996,0.2452522243885254,0.5029559976286148,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,None,mutation_score-ratio_rank
0.6935114651726696,0.3721195969962398,0.3737647727424038,0.5685649318220094,0.0916271721958925,0.810418727332674,0.7073170731707317,0.0489864864864864,cedar_related,BL62FREQ,None,mutation_score-ratio_rank
0.6382609936044487,0.0275071213829008,0.0281377415385435,0.5147237481944851,0.0097087378640776,0.970080299197008,0.0125786163522012,0.0079051383399209,prime_related,BL62FREQ,None,mutation_score-ratio_rank
0.5850594493116396,0.2546121541546485,0.2569752188576705,0.497974441736381,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,BL62FREQ,Shannon,mutation_score-ratio_rank
0.6937598957006986,0.3506272970055752,0.3523507651676807,0.5569322934482813,0.0421393841166936,0.8051434223541049,0.52,0.0219594594594594,cedar_related,BL62FREQ,Shannon,mutation_score-ratio_rank
0.6606821921453337,0.0308344259835863,0.0309975387855681,0.5268228969799237,0.0083916083916083,0.9740035932974004,0.0143540669856459,0.0059288537549407,prime_related,BL62FREQ,Shannon,mutation_score-ratio_rank
0.5910122027534419,0.2773992192913649,0.281121483480694,0.5180653448389434,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Inverted Mask,blsm_mut_score-ratio_rank
0.7075377559042042,0.3842800716607312,0.3850442823643718,0.570120855023505,0.0266222961730449,0.8071216617210683,0.8888888888888888,0.0135135135135135,cedar_related,onehot,Inverted Mask,blsm_mut_score-ratio_rank
0.6614959042688839,0.0338746387358683,0.0341757954591615,0.5389505685710437,0.0112359550561797,0.980640193598064,0.1071428571428571,0.0059288537549407,prime_related,onehot,Inverted Mask,blsm_mut_score-ratio_rank
0.5634073842302879,0.2365459488714767,0.2388073171509026,0.5014327119425598,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Inverted KL,blsm_mut_score-ratio_rank
0.7224214433606077,0.3984977114686405,0.399295647471272,0.5740620172340347,0.0996884735202492,0.8094296076491923,0.64,0.054054054054054,cedar_related,onehot,Inverted KL,blsm_mut_score-ratio_rank
0.6354395440908522,0.0311858306455505,0.031473390398113,0.5298760029700712,0.0088365243004418,0.9753235800975324,0.0173410404624277,0.0059288537549407,prime_related,onehot,Inverted KL,blsm_mut_score-ratio_rank
0.5627972465581977,0.2373634969056189,0.2396101400312229,0.5020502601936632,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Inverted Shannon,blsm_mut_score-ratio_rank
0.7228131193463025,0.3971508664016228,0.3980050892022615,0.5732498194954263,0.1055900621118012,0.8100890207715133,0.6538461538461539,0.0574324324324324,cedar_related,onehot,Inverted Shannon,blsm_mut_score-ratio_rank
0.6353405342044826,0.0309868276100654,0.0312538474152128,0.5287489635515771,0.0116618075801749,0.975140248597514,0.0222222222222222,0.0079051383399209,prime_related,onehot,Inverted Shannon,blsm_mut_score-ratio_rank
0.5631727158948686,0.2460901884687185,0.2484924799488779,0.5131661287135235,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Mask,blsm_mut_score-ratio_rank
0.70820831072777,0.3708757424408485,0.3718600235258936,0.5651365832509238,0.0233333333333333,0.8067919551599076,0.875,0.0118243243243243,cedar_related,onehot,Mask,blsm_mut_score-ratio_rank
