weight,key,mean_auc_CEDAR,mean_auc01_CEDAR,pval_icore_CEDAR,pval_pep_CEDAR,mean_auc_PRIME,mean_auc01_PRIME,pval_icore_PRIME,pval_pep_PRIME
Inverted-KL,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7323758197890363,0.584368584233572,0.010399999999999965,0.0,,,,
None,aliphatic_index-hydrophobicity-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.7253912516861903,0.5895914030007844,0.01770000000000005,0.0,0.6528107511999965,0.544542851309812,100.0,100.0
KL-Mask,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score,0.7165849564561411,0.5926415853144971,0.2491,0.0006000000000000449,0.6501119366646376,0.5291442459224801,100.0,100.0
Inverted-KL,aliphatic_index-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.7243441343255644,0.5835599378647977,0.07820000000000005,0.0,,,,
Inverted-KL-Mask,boman-isoelectric_point-blsm_mut_score-ratio_rank,0.708701433905453,0.5792867023911288,0.63,0.021199999999999997,,,,
KL-Mask,hydrophobicity-blsm_mut_score-ratio_rank,0.7140647425909613,0.5846303575891459,0.37360000000000004,0.0013999999999999568,0.665723369491722,0.5356831863954425,100.0,100.0
Inverted-KL-Mask,hydrophobicity,0.7040804245397463,0.5790655809142773,0.7974,0.04949999999999999,,,,
None,dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-foreignness_score,0.7142351013772299,0.5796385508004336,0.33320000000000005,0.0007000000000000339,0.6649449772237371,0.5522423930159206,100.0,100.0
KL,boman-hydrophobicity-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.7152975262020731,0.5817349662701188,0.3185,0.0011999999999999789,0.6363531887838711,0.5308148897614823,100.0,100.0
None,aliphatic_index-ratio_rank_squared-Total_Gene_TPM,0.7313191556510812,0.5838113266396403,0.0004999999999999449,0.0,0.6329419391119923,0.5451501067622788,100.0,100.0
Inverted-KL,boman-hydrophobicity-dissimilarity_score-blsm_mut_score-foreignness_score-Total_Gene_TPM,0.7364750877284905,0.5839038484224327,0.0033999999999999586,0.0,,,,
Inverted-KL-Mask,boman-isoelectric_point-ratio_rank-Total_Gene_TPM,0.712186667824807,0.577023423717805,0.48529999999999995,0.009399999999999964,,,,
Inverted-KL-Mask,hydrophobicity-isoelectric_point-dissimilarity_score-foreignness_score-Total_Gene_TPM,0.715493042853963,0.5836760032537347,0.3509,0.0038000000000000256,,,,
KL-Mask,aliphatic_index-boman-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared,0.7280188545403533,0.5881224683124091,0.01090000000000002,9.999999999998899e-05,0.6481903799856352,0.5387630918244037,100.0,100.0
Inverted-KL,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-foreignness_score,0.7277899553947071,0.5909777426073982,0.03490000000000004,0.0,,,,
None,boman-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank-Total_Gene_TPM,0.728370740749615,0.5828067416777558,0.008099999999999996,0.0,0.6478654364665205,0.5342970503879061,100.0,100.0
KL,hydrophobicity-isoelectric_point-foreignness_score-Total_Gene_TPM,0.7267075383579781,0.5821619839667384,0.01990000000000003,9.999999999998899e-05,0.6353567092710809,0.5217151409435583,100.0,100.0
KL-Mask,isoelectric_point-ratio_rank-EL_rank_wt_aligned,0.7032779938869053,0.5668624689740835,0.9066,0.03649999999999998,0.6528335571610382,0.5615623751194672,100.0,100.0
KL-Mask,aliphatic_index-boman-isoelectric_point-ratio_rank_squared-foreignness_score,0.7261020725196319,0.5880349084218414,0.02059999999999995,9.999999999998899e-05,0.6354341601228986,0.5404465583136051,100.0,100.0
Inverted-KL,boman-hydrophobicity-isoelectric_point,0.7350867528188425,0.5830450685292685,0.0036000000000000476,0.0,,,,
None,aliphatic_index-hydrophobicity-isoelectric_point,0.7244664867777885,0.5877831091105031,0.020000000000000018,0.0,0.6299974095062336,0.5271808091175815,100.0,100.0
None,boman-dissimilarity_score,0.726462556652464,0.5860492533563316,0.006299999999999972,0.0,0.6483623246888994,0.5323096122054861,100.0,100.0
KL-Mask,hydrophobicity-isoelectric_point-Total_Gene_TPM,0.7273715619922926,0.5843539350972057,0.015100000000000002,0.0,0.6483994643898834,0.5282375628032829,100.0,100.0
Inverted-KL-Mask,boman-hydrophobicity-EL_rank_wt_aligned,0.7058835154589372,0.5736107965324959,0.7428,0.033299999999999996,,,,
KL,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-foreignness_score-Total_Gene_TPM,0.7272382677902481,0.5874687593980797,0.020299999999999985,9.999999999998899e-05,0.635008403171163,0.5166232059175178,100.0,100.0
KL-Mask,aliphatic_index-dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.7205055954118127,0.5858623342460265,0.09970000000000001,9.999999999998899e-05,0.6618135144145623,0.5433035792141211,100.0,100.0
None,isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared-foreignness_score,0.7228063628584237,0.5826688486518342,0.02729999999999999,0.0,0.6700549252438371,0.5669572586015573,100.0,100.0
Inverted-KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7157950178331698,0.5766232601322927,0.3408,0.0034999999999999476,,,,
KL-Mask,aliphatic_index-boman-blsm_mut_score-ratio_rank-Total_Gene_TPM,0.7285246740538429,0.5848975409416123,0.013499999999999956,0.0,0.6364734034358516,0.5291566978043758,100.0,100.0
None,aliphatic_index-ratio_rank-foreignness_score-Total_Gene_TPM,0.7241224887088019,0.582869061393312,0.027699999999999947,0.0,0.6380869233023572,0.5463065372265125,100.0,100.0
Inverted-KL,boman-dissimilarity_score-blsm_mut_score-ratio_rank_squared-foreignness_score,0.7422710052927433,0.5962312691531195,0.0,0.0,,,,
Inverted-KL-Mask,aliphatic_index-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank-foreignness_score,0.7019295906223454,0.5797613164869305,0.8489,0.07709999999999995,,,,
KL,aliphatic_index-boman-dissimilarity_score-ratio_rank_squared-foreignness_score,0.7286469010340682,0.587083723189248,0.008900000000000019,0.0,0.642405914682333,0.5363763258371759,100.0,100.0
Inverted-KL,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank-foreignness_score,0.7248630116978921,0.591644677232395,0.07320000000000004,0.0,,,,
KL,hydrophobicity-ratio_rank_squared-Total_Gene_TPM,0.7320849981166321,0.585137061107446,0.0023999999999999577,0.0,0.6423637229822781,0.5284205243021283,100.0,100.0
Inverted-KL,aliphatic_index-hydrophobicity,0.729978889513988,0.5912628968154999,0.020299999999999985,0.0,,,,
None,boman-hydrophobicity-dissimilarity_score-Total_Gene_TPM,0.7290132955913862,0.5828350840196348,0.007199999999999984,0.0,0.6429670379573784,0.5266972124289454,100.0,100.0
Inverted-KL,hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.7399098091245992,0.5988929793017411,0.0007000000000000339,0.0,,,,
KL,aliphatic_index-ratio_rank,0.7196349899855365,0.5874775277657618,0.11280000000000001,0.0,0.6320045089004076,0.5304579423720882,100.0,100.0
KL,hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7289677846842363,0.5886598379441478,0.008000000000000007,0.0,0.6467158693245053,0.5383096206755572,100.0,100.0
KL-Mask,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank-foreignness_score,0.7148264422305206,0.5893991601672657,0.3427,0.0017000000000000348,0.6376725977697109,0.5325947340396194,100.0,100.0
KL,hydrophobicity-dissimilarity_score,0.7207017121170607,0.586633005894688,0.0938,0.0,0.6431475352401713,0.5186018601245207,100.0,100.0
None,EL_rank_wt_aligned-Total_Gene_TPM,0.7208185748587896,0.5747455240296083,0.055499999999999994,9.999999999998899e-05,0.6392719343539225,0.5554879274823858,100.0,100.0
Inverted-KL,aliphatic_index-boman-hydrophobicity-dissimilarity_score-ratio_rank-foreignness_score,0.7265513839502676,0.58734547598636,0.04820000000000002,0.0,,,,
KL,aliphatic_index-boman-dissimilarity_score-EL_rank_wt_aligned-Total_Gene_TPM,0.7287987565503289,0.581477953604031,0.007900000000000018,0.0,0.6261396166629961,0.5244575796008091,100.0,100.0
KL-Mask,hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared,0.7225125568946428,0.5875222729083751,0.06479999999999997,9.999999999998899e-05,0.6690647052097688,0.5432904835844165,100.0,100.0
KL,dissimilarity_score-ratio_rank_squared-foreignness_score,0.7225028541240288,0.5817430239358641,0.049000000000000044,0.0,0.6563680883298623,0.5576274623154901,100.0,100.0
None,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7294797901551051,0.5826109166777989,0.006099999999999994,0.0,0.6366316492058509,0.5307512488875603,100.0,100.0
Inverted-KL,aliphatic_index-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank-foreignness_score,0.7239868908828512,0.5913123409454678,0.08789999999999998,0.0,,,,
None,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7231420161748063,0.5861233361366022,0.05010000000000003,0.0,0.6427813291157023,0.5377967511623201,100.0,100.0
Inverted-KL,aliphatic_index-boman-dissimilarity_score-blsm_mut_score-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.741514119006901,0.5908455956259657,9.999999999998899e-05,0.0,,,,
Inverted-KL-Mask,isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank-foreignness_score,0.6911203150807038,0.5671848225470851,0.9803,0.31799999999999995,,,,
None,aliphatic_index-boman-hydrophobicity-blsm_mut_score-ratio_rank,0.7209482500516039,0.584299597016617,0.08479999999999999,0.0,0.6419004302960931,0.5369331823018553,100.0,100.0
KL-Mask,aliphatic_index-hydrophobicity-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.724338271965506,0.5855381932395466,0.04379999999999995,0.0,0.6479938207339726,0.5301755644303066,100.0,100.0
KL,aliphatic_index-boman-dissimilarity_score-foreignness_score,0.7224749567516513,0.5888077879404389,0.06579999999999997,0.0,0.6293167006627043,0.5258083443711594,100.0,100.0
Inverted-KL-Mask,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-Total_Gene_TPM,0.71258272460657,0.5797347445808464,0.4707,0.00770000000000004,,,,
Inverted-KL,aliphatic_index-blsm_mut_score-ratio_rank-foreignness_score,0.7245228843311884,0.587972961802282,0.0807,0.0,,,,
Inverted-KL-Mask,boman-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank-foreignness_score,0.7040437951377924,0.5756131181477051,0.7903,0.052100000000000035,,,,
KL,EL_rank_wt_aligned,0.7179294109586305,0.5707368489066542,0.1593,9.999999999998899e-05,0.6313235589081236,0.5448708950736244,100.0,100.0
Inverted-KL-Mask,boman-isoelectric_point-ratio_rank-foreignness_score-Total_Gene_TPM,0.7121163261503871,0.5773807332830844,0.4929,0.010399999999999965,,,,
Inverted-KL,dissimilarity_score-ratio_rank-EL_rank_wt_aligned-foreignness_score,0.7236115772212982,0.5821634857660924,0.0968,9.999999999998899e-05,,,,
KL-Mask,boman-hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.7196941460939185,0.5835787349777034,0.15410000000000001,0.00029999999999996696,0.6384115915269883,0.528082905300568,100.0,100.0
KL,aliphatic_index-isoelectric_point-ratio_rank_squared,0.725629118764636,0.5860703844599662,0.01629999999999998,0.0,0.6291403919146138,0.5436959679979714,100.0,100.0
KL-Mask,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank,0.7153244447220072,0.5893772290232466,0.31000000000000005,0.0009000000000000119,0.6564893819074907,0.537762961715872,100.0,100.0
None,aliphatic_index-hydrophobicity-EL_rank_wt_aligned,0.7222344615256947,0.5851399953433438,0.04069999999999996,9.999999999998899e-05,0.6353664642830845,0.5291562844234671,100.0,100.0
None,hydrophobicity-isoelectric_point-ratio_rank-Total_Gene_TPM,0.7259102873080089,0.583202980318663,0.016700000000000048,0.0,0.6412302991489386,0.534053195707143,100.0,100.0
Inverted-KL-Mask,boman-hydrophobicity-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7106679896909803,0.5735249405568853,0.5486,0.014700000000000046,,,,
KL-Mask,boman-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7281401719414377,0.5809758686081196,0.013900000000000023,0.0,0.6335872517145658,0.530978777751075,100.0,100.0
None,isoelectric_point-ratio_rank_squared,0.7244754144053244,0.5828556298683498,0.007800000000000029,0.0,0.6458519434555353,0.5571913308602493,100.0,100.0
Inverted-KL,aliphatic_index-boman-isoelectric_point-ratio_rank_squared-Total_Gene_TPM,0.7402185437643387,0.5908051737153158,0.0008000000000000229,0.0,,,,
None,aliphatic_index-hydrophobicity-isoelectric_point-dissimilarity_score-EL_rank_wt_aligned-foreignness_score,0.720494967144849,0.5877930572891876,0.08230000000000004,9.999999999998899e-05,0.6431417262845168,0.5396024362248261,100.0,100.0
Inverted-KL-Mask,aliphatic_index-boman-dissimilarity_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7164058502251958,0.5760372238162,0.31489999999999996,0.0026000000000000467,,,,
Inverted-KL,boman-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7386109327384209,0.5862808760606919,0.0008000000000000229,0.0,,,,
Inverted-KL,blsm_mut_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7264126121284087,0.5768957452295048,0.05840000000000001,0.0,,,,
None,hydrophobicity-ratio_rank-foreignness_score,0.7185974526194143,0.5858834320797909,0.12180000000000002,9.999999999998899e-05,0.6475136932378948,0.5351422767845598,100.0,100.0
Inverted-KL,aliphatic_index-isoelectric_point-dissimilarity_score-ratio_rank_squared-foreignness_score,0.7284772218456561,0.5911324594358017,0.028800000000000048,0.0,,,,
Inverted-KL-Mask,boman-hydrophobicity-blsm_mut_score-Total_Gene_TPM,0.7153789954619691,0.5739426496043422,0.3629,0.0050000000000000044,,,,
Inverted-KL-Mask,hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank-foreignness_score,0.7046177287596525,0.5805687827685925,0.7761,0.0504,,,,
None,isoelectric_point-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.717316656563665,0.5727933198425624,0.1835,0.00029999999999996696,0.6442379121111267,0.559315253500761,100.0,100.0
None,boman-hydrophobicity-dissimilarity_score-blsm_mut_score-foreignness_score-Total_Gene_TPM,0.731669190736784,0.5821228488413749,0.0030000000000000027,0.0,0.643452891344263,0.5252218937195161,100.0,100.0
Inverted-KL-Mask,isoelectric_point-ratio_rank-Total_Gene_TPM,0.6956680603390594,0.5625736733741412,0.9453,0.20189999999999997,,,,
KL,boman-blsm_mut_score-ratio_rank_squared-foreignness_score,0.7283840902286596,0.5836841780711067,0.011099999999999999,0.0,0.6408081951747474,0.5365297156184906,100.0,100.0
KL,aliphatic_index-dissimilarity_score-ratio_rank-Total_Gene_TPM,0.7218428616911137,0.5848968881619999,0.07650000000000001,0.0,0.6406492987072905,0.5325471028739842,100.0,100.0
None,aliphatic_index-boman-hydrophobicity,0.7242166323048114,0.582981554187684,0.02859999999999996,0.0,0.6295367316946212,0.5248503403939428,100.0,100.0
None,aliphatic_index-boman-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank,0.718479668936865,0.5855274555944738,0.16010000000000002,9.999999999998899e-05,0.6478274723392039,0.5430581860450575,100.0,100.0
None,boman-hydrophobicity-blsm_mut_score-ratio_rank-Total_Gene_TPM,0.7268880670434819,0.5816900895193998,0.01759999999999995,0.0,0.6427282208478393,0.530529650465699,100.0,100.0
None,foreignness_score-Total_Gene_TPM,0.7262411313376751,0.5760787016618841,0.005800000000000027,0.0,0.6498435161957037,0.5618702340055138,100.0,100.0
Inverted-KL-Mask,aliphatic_index-hydrophobicity-isoelectric_point-ratio_rank-EL_rank_wt_aligned,0.7004706723605941,0.5799324689936789,0.8876,0.09550000000000003,,,,
KL,aliphatic_index-boman-isoelectric_point-EL_rank_wt_aligned-foreignness_score,0.7236355794233993,0.581473444751892,0.04059999999999997,0.0,0.6163515513103097,0.5286283356610103,100.0,100.0
None,boman-dissimilarity_score-blsm_mut_score-EL_rank_wt_aligned,0.7263887173500466,0.5865574628698145,0.009299999999999975,0.0,0.6494969149265949,0.5369045004937419,100.0,100.0
None,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-EL_rank_wt_aligned-foreignness_score,0.7209211033077276,0.5838440425455776,0.08189999999999997,0.0,0.6384481076386822,0.5386909432133149,100.0,100.0
Inverted-KL,boman-hydrophobicity-ratio_rank_squared-Total_Gene_TPM,0.7409315863735894,0.5915550810513013,0.0006000000000000449,0.0,,,,
None,aliphatic_index-boman-isoelectric_point-blsm_mut_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.7286946930832583,0.5838894629252636,0.009299999999999975,0.0,0.6324559680322858,0.5338666384496517,100.0,100.0
KL,dissimilarity_score-foreignness_score-Total_Gene_TPM,0.7243006966714535,0.5775207157811808,0.028699999999999948,0.0,0.6465625230486391,0.5429582629410701,100.0,100.0
KL,hydrophobicity-blsm_mut_score-ratio_rank-foreignness_score-Total_Gene_TPM,0.7221312087503265,0.5823942302352176,0.08199999999999996,0.00019999999999997797,0.645737992851497,0.5293103819292048,100.0,100.0
None,boman-isoelectric_point-dissimilarity_score-foreignness_score-Total_Gene_TPM,0.7335287356635551,0.5816934632548485,0.0004999999999999449,0.0,0.6373532061490906,0.5299879303484593,100.0,100.0
Inverted-KL-Mask,boman-ratio_rank-foreignness_score-Total_Gene_TPM,0.7107111413680873,0.576348522636349,0.5473,0.014800000000000035,,,,
Inverted-KL-Mask,only_rank,0.687654188797096,0.5590191554951714,0.9915,0.42379999999999995,,,,
None,isoelectric_point-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7184306506286628,0.5763665936867886,0.14100000000000001,0.00019999999999997797,0.652032624175698,0.5616730577029904,100.0,100.0
Inverted-KL,hydrophobicity-dissimilarity_score-EL_rank_wt_aligned,0.7312783628102674,0.592847150359897,0.010399999999999965,0.0,,,,
None,aliphatic_index-isoelectric_point-blsm_mut_score-Total_Gene_TPM,0.7297734519725263,0.5869000485494775,0.0014999999999999458,0.0,0.6406663845738212,0.5349821648080457,100.0,100.0
Inverted-KL-Mask,aliphatic_index-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7153694440600863,0.5792352129853249,0.35619999999999996,0.0034999999999999476,,,,
Inverted-KL-Mask,isoelectric_point-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.6977502262153981,0.5628810872748717,0.9183,0.15780000000000005,,,,
Inverted-KL,dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.7284995920701889,0.586156847665042,0.030399999999999983,0.0,,,,
Inverted-KL-Mask,aliphatic_index-boman-isoelectric_point,0.7120268825573246,0.5791663669857631,0.49260000000000004,0.007900000000000018,,,,
Inverted-KL,aliphatic_index-boman-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.7378744586532803,0.5895687955717802,0.0012999999999999678,0.0,,,,
KL-Mask,aliphatic_index-blsm_mut_score-EL_rank_wt_aligned-foreignness_score,0.7184449960327208,0.5851736921847237,0.15639999999999998,9.999999999998899e-05,0.6576584988820114,0.5346748021542624,100.0,100.0
None,boman-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned,0.7197309645648486,0.583128005522549,0.11319999999999997,0.00019999999999997797,0.6502059387695021,0.5365552958084919,100.0,100.0
None,aliphatic_index-isoelectric_point-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score,0.7223226245150953,0.5836294807970861,0.035699999999999954,0.0,0.6345722382988012,0.5494648049841714,100.0,100.0
KL,hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned,0.7169891458860951,0.587684523322708,0.22709999999999997,0.00039999999999995595,0.6517579944384013,0.5291917528544895,100.0,100.0
Inverted-KL-Mask,isoelectric_point-blsm_mut_score-ratio_rank-Total_Gene_TPM,0.6977816210292322,0.5684496512748145,0.9162,0.15849999999999997,,,,
None,aliphatic_index-blsm_mut_score-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7272049512573022,0.580913510347573,0.006900000000000017,0.0,0.6411115247854132,0.5381156540058828,100.0,100.0
KL,boman-isoelectric_point-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.7302703644017342,0.5833308089086783,0.005299999999999971,0.0,0.6391467453694449,0.5400505193137046,100.0,100.0
Inverted-KL-Mask,aliphatic_index-boman-dissimilarity_score-ratio_rank-foreignness_score,0.7066164150429751,0.5790503855032713,0.7176,0.027800000000000047,,,,
Inverted-KL,hydrophobicity-ratio_rank-foreignness_score,0.7296685367824045,0.5899642801366677,0.01970000000000005,0.0,,,,
KL,dissimilarity_score-blsm_mut_score-foreignness_score-Total_Gene_TPM,0.7239222964559395,0.5770730195928833,0.035599999999999965,0.0,0.6533080682451364,0.5453891799801479,100.0,100.0
KL-Mask,isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.7165207171710437,0.5733937228183976,0.2508,0.0008000000000000229,0.6680974049617965,0.5711426476644547,100.0,100.0
None,hydrophobicity-isoelectric_point-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned,0.727153824603583,0.5917421985491778,0.006800000000000028,0.0,0.6567919792981872,0.5468620405351516,100.0,100.0
Inverted-KL,aliphatic_index-hydrophobicity-dissimilarity_score-ratio_rank-EL_rank_wt_aligned,0.7254999409558125,0.5911864081032668,0.06120000000000003,0.0,,,,
Inverted-KL,aliphatic_index-hydrophobicity-dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7294331455630811,0.5887703316031995,0.025599999999999956,0.0,,,,
KL,boman-blsm_mut_score-ratio_rank-EL_rank_wt_aligned-Total_Gene_TPM,0.7247182852724586,0.5792639311740224,0.0403,0.0,0.6314489565005976,0.5329190587917109,100.0,100.0
KL,aliphatic_index-ratio_rank_squared-EL_rank_wt_aligned-Total_Gene_TPM,0.7284756840050906,0.5827624992517968,0.007199999999999984,0.0,0.6275360026820915,0.5452114123635798,100.0,100.0
None,dissimilarity_score-blsm_mut_score-ratio_rank-EL_rank_wt_aligned,0.7109942457317807,0.5778481504037041,0.5539000000000001,0.0020999999999999908,0.6676143191741517,0.5632592083286412,100.0,100.0
KL-Mask,aliphatic_index-boman-isoelectric_point-dissimilarity_score-ratio_rank_squared-EL_rank_wt_aligned-foreignness_score-Total_Gene_TPM,0.7336845283178395,0.5889652859092613,0.0006000000000000449,0.0,0.6387490283267107,0.5413811154313466,100.0,100.0
Inverted-KL,hydrophobicity-dissimilarity_score-ratio_rank_squared-foreignness_score,0.738800814051204,0.5995980783556822,0.00039999999999995595,0.0,,,,
Inverted-KL,aliphatic_index-boman-hydrophobicity-isoelectric_point-blsm_mut_score-ratio_rank-Total_Gene_TPM,0.7320702570401105,0.5858186104780031,0.014800000000000035,0.0,,,,
KL,aliphatic_index-hydrophobicity-blsm_mut_score-ratio_rank_squared-EL_rank_wt_aligned,0.7248163692867026,0.5865807698453364,0.028800000000000048,0.0,0.6423823535221717,0.5322125281782706,100.0,100.0
Inverted-KL,aliphatic_index-hydrophobicity-isoelectric_point-EL_rank_wt_aligned-Total_Gene_TPM,0.7326692374435453,0.5888599007158698,0.00990000000000002,0.0,,,,
KL-Mask,aliphatic_index-dissimilarity_score-ratio_rank_squared-foreignness_score-Total_Gene_TPM,0.7318031127333303,0.584676567546898,0.0016000000000000458,0.0,0.6563402629843628,0.5411364492801466,100.0,100.0
Inverted-KL-Mask,aliphatic_index-boman-hydrophobicity-dissimilarity_score,0.7082437013777166,0.5799152889566862,0.6526000000000001,0.01970000000000005,,,,
None,aliphatic_index-boman-hydrophobicity-isoelectric_point-dissimilarity_score-blsm_mut_score-ratio_rank_squared-foreignness_score,0.7294392451539968,0.5842120251772754,0.005800000000000027,0.0,0.6509816001992541,0.5393119852487809,100.0,100.0
None,isoelectric_point-ratio_rank-Total_Gene_TPM,0.720562308419969,0.5774609011521464,0.0675,9.999999999998899e-05,0.6484666003948292,0.5619819057218718,100.0,100.0
